,registered,number,text,letter,voivodeship,country
410,2006-07-19,B0 PAG,PAG,B,podlaskie,Poland
411,2013-02-28,B0 PAJKA,PAJKA,B,podlaskie,Poland
412,2005-01-22,B0 PAUL,PAUL,B,podlaskie,Poland
413,2011-06-05,B0 PAULO,PAULO,B,podlaskie,Poland
414,2016-08-11,B0 PBK8,PBK8,B,podlaskie,Poland
415,2012-07-20,B0 PCEKO,PCEKO,B,podlaskie,Poland
416,2005-08-06,B0 PETER,PETER,B,podlaskie,Poland
417,2018-08-07,B0 PGK02,PGK02,B,podlaskie,Poland
418,2008-05-25,B0 PIMKI,PIMKI,B,podlaskie,Poland
419,2011-07-24,B0 PIOTR,PIOTR,B,podlaskie,Poland
420,2016-07-02,B0 PIT3R,PIT3R,B,podlaskie,Poland
421,2009-02-25,B0 PITER,PITER,B,podlaskie,Poland
422,2018-09-06,B0 PIWO,PIWO,B,podlaskie,Poland
423,2006-09-17,B0 PKH,PKH,B,podlaskie,Poland
424,2007-03-31,B0 PMB,PMB,B,podlaskie,Poland
425,2004-02-01,B0 POLAK,POLAK,B,podlaskie,Poland
426,2005-12-24,B0 POLKA,POLKA,B,podlaskie,Poland
427,2019-08-01,B0 POLZA,POLZA,B,podlaskie,Poland
428,2003-02-21,B0 POM,POM,B,podlaskie,Poland
429,2006-05-09,B0 POMOC,POMOC,B,podlaskie,Poland
430,2015-04-17,B0 POWER,POWER,B,podlaskie,Poland
431,2017-02-09,B0 POZ4,POZ4,B,podlaskie,Poland
432,2015-07-08,B0 PRL,PRL,B,podlaskie,Poland
433,2013-06-28,B0 PRYMA,PRYMA,B,podlaskie,Poland
434,2011-12-16,B0 PUCEK,PUCEK,B,podlaskie,Poland
435,2012-04-21,B0 R50,R50,B,podlaskie,Poland
436,2009-05-05,B0 RADEK,RADEK,B,podlaskie,Poland
437,2005-10-03,B0 RADZI,RADZI,B,podlaskie,Poland
438,2009-08-25,B0 RAFIK,RAFIK,B,podlaskie,Poland
439,2008-09-14,B0 RAM13,RAM13,B,podlaskie,Poland
440,2006-08-02,B0 REAL,REAL,B,podlaskie,Poland
441,2018-08-28,B0 REKIN,REKIN,B,podlaskie,Poland
442,2006-10-28,B0 RELAX,RELAX,B,podlaskie,Poland
443,2007-05-22,B0 REMEX,REMEX,B,podlaskie,Poland
444,2011-08-31,B0 RENA,RENA,B,podlaskie,Poland
445,2005-01-25,B0 RENE,RENE,B,podlaskie,Poland
446,2011-03-29,B0 RENIA,RENIA,B,podlaskie,Poland
447,2009-08-09,B0 RETRO,RETRO,B,podlaskie,Poland
448,2008-04-26,B0 RICO0,RICO0,B,podlaskie,Poland
449,2006-09-04,B0 RICO1,RICO1,B,podlaskie,Poland
450,2007-09-24,B0 RICO2,RICO2,B,podlaskie,Poland
451,2006-12-08,B0 RICO3,RICO3,B,podlaskie,Poland
452,2007-02-20,B0 RICO4,RICO4,B,podlaskie,Poland
453,2006-08-22,B0 RICO5,RICO5,B,podlaskie,Poland
454,2007-03-31,B0 RICO6,RICO6,B,podlaskie,Poland
455,2006-12-21,B0 RICO7,RICO7,B,podlaskie,Poland
456,2006-08-28,B0 RICO8,RICO8,B,podlaskie,Poland
457,2007-05-07,B0 RICO9,RICO9,B,podlaskie,Poland
458,2015-04-17,B0 RIDER,RIDER,B,podlaskie,Poland
459,2010-04-05,B0 RK01,RK01,B,podlaskie,Poland
460,2009-09-15,B0 RK02,RK02,B,podlaskie,Poland
461,2010-02-28,B0 RK04,RK04,B,podlaskie,Poland
462,2011-01-11,B0 ROBEX,ROBEX,B,podlaskie,Poland
463,2009-06-10,B0 ROBI,ROBI,B,podlaskie,Poland
464,2003-02-23,B0 ROBIN,ROBIN,B,podlaskie,Poland
465,2012-09-07,B0 ROBO,ROBO,B,podlaskie,Poland
466,2007-06-09,B0 ROMAN,ROMAN,B,podlaskie,Poland
467,2019-04-07,B0 RONIN,RONIN,B,podlaskie,Poland
468,2016-03-06,B0 ROWER,ROWER,B,podlaskie,Poland
469,2017-08-20,B0 ROWKI,ROWKI,B,podlaskie,Poland
470,2011-09-01,B0 RUDY,RUDY,B,podlaskie,Poland
471,2010-08-23,B0 RYBKA,RYBKA,B,podlaskie,Poland
472,2008-03-29,B0 RYSIO,RYSIO,B,podlaskie,Poland
473,2016-09-13,B0 SAFE,SAFE,B,podlaskie,Poland
474,2005-01-18,B0 SALAG,SALAG,B,podlaskie,Poland
475,2011-01-07,B0 SANEJ,SANEJ,B,podlaskie,Poland
476,2006-07-17,B0 SASZA,SASZA,B,podlaskie,Poland
477,2010-08-15,B0 SAWEK,SAWEK,B,podlaskie,Poland
478,2019-01-29,B0 SDDPG,SDDPG,B,podlaskie,Poland
479,2007-01-13,B0 SEBA,SEBA,B,podlaskie,Poland
480,2010-12-06,B0 SERCE,SERCE,B,podlaskie,Poland
481,2012-08-30,B0 SERWY,SERWY,B,podlaskie,Poland
482,2007-07-16,B0 SHARK,SHARK,B,podlaskie,Poland
483,2009-09-27,B0 SIMON,SIMON,B,podlaskie,Poland
484,2019-05-30,B0 SIWA,SIWA,B,podlaskie,Poland
485,2019-02-10,B0 SKBUD,SKBUD,B,podlaskie,Poland
486,2012-04-27,B0 SKUP,SKUP,B,podlaskie,Poland
487,2010-02-28,B0 SLEPO,SLEPO,B,podlaskie,Poland
488,2009-02-16,B0 SLR,SLR,B,podlaskie,Poland
489,2015-04-06,B0 SLS63,SLS63,B,podlaskie,Poland
490,2013-09-21,B0 SMAR,SMAR,B,podlaskie,Poland
491,2016-07-02,B0 SMOK,SMOK,B,podlaskie,Poland
492,2019-08-08,B0 SO88,SO88,B,podlaskie,Poland
493,2005-08-23,B0 SOBOL,SOBOL,B,podlaskie,Poland
494,2017-08-06,B0 SOKOL,SOKOL,B,podlaskie,Poland
495,2012-02-26,B0 SPIKE,SPIKE,B,podlaskie,Poland
496,2006-04-24,B0 SPORT,SPORT,B,podlaskie,Poland
497,2011-11-20,B0 SRT8,SRT8,B,podlaskie,Poland
498,2018-08-06,B0 SSSVS,SSSVS,B,podlaskie,Poland
499,2005-09-26,B0 STACH,STACH,B,podlaskie,Poland
500,2009-10-23,B0 STAG,STAG,B,podlaskie,Poland
501,2012-05-06,B0 STAR,STAR,B,podlaskie,Poland
502,2015-01-21,B0 STI,STI,B,podlaskie,Poland
503,2010-10-23,B0 STIFF,STIFF,B,podlaskie,Poland
504,2018-07-12,B0 STOPY,STOPY,B,podlaskie,Poland
505,2006-02-03,B0 STYLE,STYLE,B,podlaskie,Poland
506,2016-09-27,B0 SUBE,SUBE,B,podlaskie,Poland
507,2018-10-16,B0 SUPRA,SUPRA,B,podlaskie,Poland
508,2018-03-29,B0 SV8,SV8,B,podlaskie,Poland
509,2004-04-09,B0 SWAL,SWAL,B,podlaskie,Poland
510,2013-10-07,B0 SWEET,SWEET,B,podlaskie,Poland
511,2010-09-14,B0 SYED,SYED,B,podlaskie,Poland
512,2016-05-21,B0 SZEF,SZEF,B,podlaskie,Poland
513,2009-05-23,B0 SZOK,SZOK,B,podlaskie,Poland
514,2005-10-16,B0 TADEK,TADEK,B,podlaskie,Poland
515,2010-09-17,B0 TAISA,TAISA,B,podlaskie,Poland
516,2013-01-27,B0 TAK,TAK,B,podlaskie,Poland
517,2016-03-21,B0 TAKK,TAKK,B,podlaskie,Poland
518,2014-05-31,B0 TAKKK,TAKKK,B,podlaskie,Poland
519,2005-08-12,B0 TAMI,TAMI,B,podlaskie,Poland
520,2012-05-06,B0 TARPO,TARPO,B,podlaskie,Poland
521,2018-09-01,B0 TAXI,TAXI,B,podlaskie,Poland
522,2017-12-25,B0 TESLA,TESLA,B,podlaskie,Poland
523,2018-01-26,B0 TIME,TIME,B,podlaskie,Poland
524,2019-03-09,B0 TLS,TLS,B,podlaskie,Poland
525,2015-10-07,B0 TNET,TNET,B,podlaskie,Poland
526,2006-06-11,B0 TOMI,TOMI,B,podlaskie,Poland
527,2018-10-26,B0 TOMIR,TOMIR,B,podlaskie,Poland
528,2017-10-21,B0 TOMO,TOMO,B,podlaskie,Poland
529,2004-11-23,B0 TONY1,TONY1,B,podlaskie,Poland
530,2009-03-10,B0 TORS6,TORS6,B,podlaskie,Poland
531,2016-09-28,B0 TRAP,TRAP,B,podlaskie,Poland
532,2014-05-21,B0 TURBO,TURBO,B,podlaskie,Poland
533,2017-08-15,B0 TUREL,TUREL,B,podlaskie,Poland
534,2011-07-11,B0 TYNKI,TYNKI,B,podlaskie,Poland
535,2013-08-12,B0 UBPK,UBPK,B,podlaskie,Poland
536,2012-04-19,B0 ULALA,ULALA,B,podlaskie,Poland
537,2012-09-14,B0 URBPZ,URBPZ,B,podlaskie,Poland
538,2016-04-20,B0 UTB,UTB,B,podlaskie,Poland
539,2004-08-04,B0 VIDEO,VIDEO,B,podlaskie,Poland
540,2019-02-24,B0 VII,VII,B,podlaskie,Poland
541,2011-04-19,B0 VIP,VIP,B,podlaskie,Poland
542,2004-08-17,B0 VIRUS,VIRUS,B,podlaskie,Poland
543,2013-09-28,B0 VITO,VITO,B,podlaskie,Poland
544,2014-04-01,B0 VITO2,VITO2,B,podlaskie,Poland
545,2014-04-08,B0 VITO5,VITO5,B,podlaskie,Poland
546,2013-09-30,B0 VIVIO,VIVIO,B,podlaskie,Poland
547,2018-06-04,B0 VIZO,VIZO,B,podlaskie,Poland
548,2010-03-06,B0 VMTS,VMTS,B,podlaskie,Poland
549,2018-08-26,B0 VOLVO,VOLVO,B,podlaskie,Poland
550,2012-12-01,B0 VVV01,VVV01,B,podlaskie,Poland
551,2013-12-07,B0 VVV02,VVV02,B,podlaskie,Poland
552,2012-06-04,B0 VW13,VW13,B,podlaskie,Poland
553,2010-09-26,B0 VWT5,VWT5,B,podlaskie,Poland
554,2014-03-22,B0 VXY,VXY,B,podlaskie,Poland
555,2012-03-27,B0 WAGI,WAGI,B,podlaskie,Poland
556,2004-08-13,B0 WALDI,WALDI,B,podlaskie,Poland
557,2003-03-28,B0 WASIL,WASIL,B,podlaskie,Poland
558,2008-04-14,B0 WERA1,WERA1,B,podlaskie,Poland
559,2015-03-07,B0 WIGRY,WIGRY,B,podlaskie,Poland
560,2017-05-31,B0 WIKI,WIKI,B,podlaskie,Poland
561,2017-06-30,B0 WILK,WILK,B,podlaskie,Poland
562,2012-09-22,B0 WINCI,WINCI,B,podlaskie,Poland
563,2018-09-03,B0 WIOLA,WIOLA,B,podlaskie,Poland
564,2005-10-08,B0 WITO,WITO,B,podlaskie,Poland
565,2018-06-04,B0 WOJSZ,WOJSZ,B,podlaskie,Poland
566,2015-03-09,B0 WOJTI,WOJTI,B,podlaskie,Poland
567,2005-06-05,B0 WOLF1,WOLF1,B,podlaskie,Poland
568,2009-05-05,B0 WOLT1,WOLT1,B,podlaskie,Poland
569,2013-09-15,B0 WRX,WRX,B,podlaskie,Poland
570,2009-09-17,B0 WSAP,WSAP,B,podlaskie,Poland
571,2005-09-03,B0 WWS,WWS,B,podlaskie,Poland
572,2018-08-29,B0 XAGAX,XAGAX,B,podlaskie,Poland
573,2017-01-13,B0 XC60,XC60,B,podlaskie,Poland
574,2009-03-04,B0 XEMI,XEMI,B,podlaskie,Poland
575,2019-06-02,B0 XER,XER,B,podlaskie,Poland
576,2009-01-02,B0 XJ6,XJ6,B,podlaskie,Poland
577,2018-04-16,B0 XJR,XJR,B,podlaskie,Poland
578,2009-02-05,B0 XK8,XK8,B,podlaskie,Poland
579,2018-10-26,B0 XKXKX,XKXKX,B,podlaskie,Poland
580,2009-11-20,B0 XXL,XXL,B,podlaskie,Poland
581,2013-09-28,B0 XXX,XXX,B,podlaskie,Poland
582,2006-06-18,B0 XXXL,XXXL,B,podlaskie,Poland
583,2017-05-15,B0 XXXXX,XXXXX,B,podlaskie,Poland
584,2018-07-11,B0 XYZ,XYZ,B,podlaskie,Poland
585,2017-04-12,B0 YOLO,YOLO,B,podlaskie,Poland
586,2012-03-11,B0 ZALEW,ZALEW,B,podlaskie,Poland
587,2014-06-21,B0 ZAMIS,ZAMIS,B,podlaskie,Poland
588,2013-08-10,B0 ZBYCH,ZBYCH,B,podlaskie,Poland
589,2011-08-04,B0 ZITA,ZITA,B,podlaskie,Poland
590,2016-08-20,B0 ZJAWA,ZJAWA,B,podlaskie,Poland
591,2018-08-31,B0 ZORRO,ZORRO,B,podlaskie,Poland
592,2016-10-02,B0 ZPK,ZPK,B,podlaskie,Poland
593,2016-08-21,B0 ZPK77,ZPK77,B,podlaskie,Poland
594,2004-01-09,B1 ADAM,ADAM,B,podlaskie,Poland
595,2007-09-26,B1 AGA,AGA,B,podlaskie,Poland
596,2018-04-12,B1 AGNES,AGNES,B,podlaskie,Poland
597,2009-08-10,B1 AGRO1,AGRO1,B,podlaskie,Poland
598,2009-03-28,B1 ALFA,ALFA,B,podlaskie,Poland
599,2016-09-28,B1 AMG,AMG,B,podlaskie,Poland
600,2018-06-26,B1 ANDZO,ANDZO,B,podlaskie,Poland
601,2009-10-12,B1 ANNA,ANNA,B,podlaskie,Poland
602,2017-09-10,B1 ANTEK,ANTEK,B,podlaskie,Poland
603,2004-05-16,B1 AREK,AREK,B,podlaskie,Poland
604,2016-07-27,B1 ART,ART,B,podlaskie,Poland
605,2005-07-25,B1 ARTUR,ARTUR,B,podlaskie,Poland
606,2005-05-19,B1 ASIA,ASIA,B,podlaskie,Poland
607,2008-12-27,B1 AUDI,AUDI,B,podlaskie,Poland
608,2009-04-15,B1 BEATA,BEATA,B,podlaskie,Poland
609,2014-07-26,B1 BENEK,BENEK,B,podlaskie,Poland
610,2014-08-14,B1 BLESS,BLESS,B,podlaskie,Poland
611,2008-10-09,B1 BMW,BMW,B,podlaskie,Poland
612,2007-11-11,B1 BMWX5,BMWX5,B,podlaskie,Poland
613,2018-04-30,B1 BTC,BTC,B,podlaskie,Poland
614,2010-08-05,B1 BUNIA,BUNIA,B,podlaskie,Poland
615,2005-06-30,B1 CEZAR,CEZAR,B,podlaskie,Poland
616,2009-10-08,B1 CLASS,CLASS,B,podlaskie,Poland
617,2018-12-01,B1 CYWIL,CYWIL,B,podlaskie,Poland
618,2015-01-20,B1 DACHY,DACHY,B,podlaskie,Poland
619,2011-05-20,B1 DALBA,DALBA,B,podlaskie,Poland
620,2008-01-31,B1 DAREK,DAREK,B,podlaskie,Poland
621,2009-09-03,B1 DARO,DARO,B,podlaskie,Poland
622,2017-03-28,B1 DARPL,DARPL,B,podlaskie,Poland
623,2018-05-21,B1 DDD,DDD,B,podlaskie,Poland
624,2005-10-18,B1 DOMEL,DOMEL,B,podlaskie,Poland
625,2015-03-07,B1 DRIFT,DRIFT,B,podlaskie,Poland
626,2018-08-22,B1 EBMIA,EBMIA,B,podlaskie,Poland
627,2004-12-29,B1 EDEN,EDEN,B,podlaskie,Poland
628,2016-07-21,B1 ELA,ELA,B,podlaskie,Poland
629,2007-09-04,B1 ELCAR,ELCAR,B,podlaskie,Poland
630,2012-05-23,B1 ELZAW,ELZAW,B,podlaskie,Poland
631,2014-08-07,B1 EVER,EVER,B,podlaskie,Poland
632,2008-04-04,B1 EWA,EWA,B,podlaskie,Poland
633,2018-08-09,B1 F30,F30,B,podlaskie,Poland
634,2010-04-07,B1 FAN,FAN,B,podlaskie,Poland
635,2017-07-28,B1 FILIP,FILIP,B,podlaskie,Poland
636,2005-07-26,B1 GACZ,GACZ,B,podlaskie,Poland
637,2011-06-25,B1 GAMA,GAMA,B,podlaskie,Poland
638,2017-01-21,B1 GBERT,GBERT,B,podlaskie,Poland
639,2011-12-03,B1 GLOB,GLOB,B,podlaskie,Poland
640,2008-03-31,B1 GOMET,GOMET,B,podlaskie,Poland
641,2016-03-16,B1 GONIA,GONIA,B,podlaskie,Poland
642,2007-04-29,B1 GOSIA,GOSIA,B,podlaskie,Poland
643,2014-06-03,B1 GOTTI,GOTTI,B,podlaskie,Poland
644,2005-06-30,B1 GREG,GREG,B,podlaskie,Poland
645,2004-03-24,B1 GRUBY,GRUBY,B,podlaskie,Poland
646,2017-06-02,B1 HADES,HADES,B,podlaskie,Poland
647,2018-01-24,B1 HAPPY,HAPPY,B,podlaskie,Poland
648,2014-09-16,B1 HENIO,HENIO,B,podlaskie,Poland
649,2006-07-19,B1 HOTEL,HOTEL,B,podlaskie,Poland
650,2008-04-12,B1 IGOR,IGOR,B,podlaskie,Poland
651,2019-07-15,B1 IIIII,IIIII,B,podlaskie,Poland
652,2017-12-08,B1 IR77,IR77,B,podlaskie,Poland
653,2009-06-07,B1 IREK,IREK,B,podlaskie,Poland
654,2019-04-15,B1 IWONA,IWONA,B,podlaskie,Poland
655,2006-03-20,B1 JACEK,JACEK,B,podlaskie,Poland
656,2012-08-22,B1 JACO,JACO,B,podlaskie,Poland
657,2015-08-21,B1 JAKUB,JAKUB,B,podlaskie,Poland
658,2007-03-17,B1 JANEK,JANEK,B,podlaskie,Poland
659,2003-07-14,B1 JAREK,JAREK,B,podlaskie,Poland
660,2009-03-01,B1 JARO,JARO,B,podlaskie,Poland
661,2011-03-28,B1 JOLKA,JOLKA,B,podlaskie,Poland
662,2015-06-01,B1 JULIA,JULIA,B,podlaskie,Poland
663,2016-05-05,B1 KAROL,KAROL,B,podlaskie,Poland
664,2006-05-19,B1 KASIA,KASIA,B,podlaskie,Poland
665,2011-04-29,B1 KRB,KRB,B,podlaskie,Poland
666,2006-07-03,B1 KRIS,KRIS,B,podlaskie,Poland
667,2013-03-21,B1 KUBA,KUBA,B,podlaskie,Poland
668,2018-05-31,B1 LDR,LDR,B,podlaskie,Poland
669,2013-12-20,B1 LEWAR,LEWAR,B,podlaskie,Poland
670,2018-10-31,B1 LIDER,LIDER,B,podlaskie,Poland
671,2015-08-21,B1 LUKA,LUKA,B,podlaskie,Poland
672,2007-05-25,B1 MAGDA,MAGDA,B,podlaskie,Poland
673,2018-04-28,B1 MAPEI,MAPEI,B,podlaskie,Poland
674,2008-01-17,B1 MARIA,MARIA,B,podlaskie,Poland
675,2007-06-04,B1 MARIO,MARIO,B,podlaskie,Poland
676,2010-12-28,B1 MARTA,MARTA,B,podlaskie,Poland
677,2016-03-01,B1 MAVIS,MAVIS,B,podlaskie,Poland
678,2007-04-30,B1 MAXIM,MAXIM,B,podlaskie,Poland
679,2013-04-16,B1 MED,MED,B,podlaskie,Poland
680,2006-05-16,B1 MISIO,MISIO,B,podlaskie,Poland
681,2006-07-08,B1 MONIA,MONIA,B,podlaskie,Poland
682,2007-02-14,B1 MOTOR,MOTOR,B,podlaskie,Poland
683,2006-08-22,B1 MSG,MSG,B,podlaskie,Poland
684,2010-09-18,B1 MTC1,MTC1,B,podlaskie,Poland
685,2008-05-30,B1 MULTI,MULTI,B,podlaskie,Poland
686,2014-02-20,B1 NATKA,NATKA,B,podlaskie,Poland
687,2005-12-10,B1 NORTH,NORTH,B,podlaskie,Poland
688,2015-11-03,B1 OKON,OKON,B,podlaskie,Poland
689,2015-05-18,B1 OLMET,OLMET,B,podlaskie,Poland
690,2018-06-06,B1 OOO,OOO,B,podlaskie,Poland
691,2017-01-29,B1 ORCAL,ORCAL,B,podlaskie,Poland
692,2017-11-18,B1 PAJKA,PAJKA,B,podlaskie,Poland
693,2013-11-06,B1 PAULA,PAULA,B,podlaskie,Poland
694,2016-10-03,B1 PAULO,PAULO,B,podlaskie,Poland
695,2006-04-11,B1 PETER,PETER,B,podlaskie,Poland
696,2007-03-05,B1 PMB,PMB,B,podlaskie,Poland
697,2006-03-14,B1 POLAK,POLAK,B,podlaskie,Poland
698,2015-09-03,B1 PRL,PRL,B,podlaskie,Poland
699,2015-11-16,B1 PRYMA,PRYMA,B,podlaskie,Poland
700,2014-09-01,B1 RADEK,RADEK,B,podlaskie,Poland
701,2009-09-07,B1 RAM13,RAM13,B,podlaskie,Poland
702,2007-07-01,B1 REAL,REAL,B,podlaskie,Poland
703,2019-07-22,B1 REGEM,REGEM,B,podlaskie,Poland
704,2010-06-06,B1 RETRO,RETRO,B,podlaskie,Poland
705,2016-08-09,B1 ROBEX,ROBEX,B,podlaskie,Poland
706,2003-09-02,B1 ROBIN,ROBIN,B,podlaskie,Poland
707,2016-07-13,B1 RYCHO,RYCHO,B,podlaskie,Poland
708,2015-04-29,B1 SAFE,SAFE,B,podlaskie,Poland
709,2007-12-10,B1 SALAG,SALAG,B,podlaskie,Poland
710,2018-04-07,B1 SANEJ,SANEJ,B,podlaskie,Poland
711,2017-08-08,B1 SERCE,SERCE,B,podlaskie,Poland
712,2015-03-16,B1 SERWY,SERWY,B,podlaskie,Poland
713,2012-07-14,B1 SKBUD,SKBUD,B,podlaskie,Poland
714,2014-02-25,B1 SKUP,SKUP,B,podlaskie,Poland
715,2006-05-24,B1 SOBOL,SOBOL,B,podlaskie,Poland
716,2016-07-16,B1 SPEED,SPEED,B,podlaskie,Poland
717,2008-08-21,B1 SPORT,SPORT,B,podlaskie,Poland
718,2004-01-09,B1 STACH,STACH,B,podlaskie,Poland
719,2009-09-18,B1 STAG,STAG,B,podlaskie,Poland
720,2006-06-09,B1 STILO,STILO,B,podlaskie,Poland
721,2006-06-08,B1 SZYBY,SZYBY,B,podlaskie,Poland
722,2015-04-24,B1 TADEK,TADEK,B,podlaskie,Poland
723,2019-01-29,B1 TCOIN,TCOIN,B,podlaskie,Poland
724,2016-05-05,B1 TOMEK,TOMEK,B,podlaskie,Poland
725,2014-05-24,B1 TOMI,TOMI,B,podlaskie,Poland
726,2017-09-20,B1 TURBO,TURBO,B,podlaskie,Poland
727,2005-03-09,B1 ULA,ULA,B,podlaskie,Poland
728,2010-03-03,B1 VIDEO,VIDEO,B,podlaskie,Poland
729,2014-03-05,B1 VITO,VITO,B,podlaskie,Poland
730,2014-07-07,B1 VMAX,VMAX,B,podlaskie,Poland
731,2012-10-15,B1 WAGI,WAGI,B,podlaskie,Poland
732,2017-09-13,B1 WASIL,WASIL,B,podlaskie,Poland
733,2017-05-31,B1 WIKI,WIKI,B,podlaskie,Poland
734,2009-09-11,B1 WITEK,WITEK,B,podlaskie,Poland
735,2011-05-31,B1 WSAP,WSAP,B,podlaskie,Poland
736,2009-02-13,B1 XEMI,XEMI,B,podlaskie,Poland
737,2017-02-23,B1 XXL,XXL,B,podlaskie,Poland
738,2015-04-06,B1 XXX,XXX,B,podlaskie,Poland
739,2008-06-10,B2 ADAM,ADAM,B,podlaskie,Poland
740,2017-09-21,B2 ADI,ADI,B,podlaskie,Poland
741,2019-07-06,B2 ADMAR,ADMAR,B,podlaskie,Poland
742,2008-05-24,B2 AGA,AGA,B,podlaskie,Poland
743,2016-01-25,B2 AGNES,AGNES,B,podlaskie,Poland
744,2008-03-04,B2 ALFA,ALFA,B,podlaskie,Poland
745,2010-05-06,B2 ANIA,ANIA,B,podlaskie,Poland
746,2016-04-19,B2 AREK,AREK,B,podlaskie,Poland
747,2017-10-27,B2 ART,ART,B,podlaskie,Poland
748,2006-08-06,B2 ARTUR,ARTUR,B,podlaskie,Poland
749,2007-04-04,B2 ASIA,ASIA,B,podlaskie,Poland
750,2011-10-31,B2 AUDI,AUDI,B,podlaskie,Poland
751,2016-08-19,B2 BEATA,BEATA,B,podlaskie,Poland
752,2008-02-03,B2 BMW,BMW,B,podlaskie,Poland
753,2006-09-15,B2 BOR,BOR,B,podlaskie,Poland
754,2005-10-28,B2 CEZAR,CEZAR,B,podlaskie,Poland
755,2009-08-27,B2 DAREK,DAREK,B,podlaskie,Poland
756,2010-11-02,B2 DARO,DARO,B,podlaskie,Poland
757,2016-12-15,B2 DARPL,DARPL,B,podlaskie,Poland
758,2015-07-16,B2 DRIFT,DRIFT,B,podlaskie,Poland
759,2006-07-11,B2 EDEN,EDEN,B,podlaskie,Poland
760,2011-04-05,B2 ELCAR,ELCAR,B,podlaskie,Poland
761,2017-08-13,B2 ELZAW,ELZAW,B,podlaskie,Poland
762,2018-11-29,B2 EVER,EVER,B,podlaskie,Poland
763,2010-03-28,B2 EWA,EWA,B,podlaskie,Poland
764,2008-08-08,B2 GACZ,GACZ,B,podlaskie,Poland
765,2013-03-09,B2 GAMA,GAMA,B,podlaskie,Poland
766,2011-04-04,B2 GLOB,GLOB,B,podlaskie,Poland
767,2009-03-02,B2 GOMET,GOMET,B,podlaskie,Poland
768,2010-12-25,B2 GREG,GREG,B,podlaskie,Poland
769,2014-02-19,B2 GRUBY,GRUBY,B,podlaskie,Poland
770,2010-02-12,B2 HOTEL,HOTEL,B,podlaskie,Poland
771,2007-12-29,B2 IZA,IZA,B,podlaskie,Poland
772,2007-06-21,B2 JACEK,JACEK,B,podlaskie,Poland
773,2007-03-05,B2 JANEK,JANEK,B,podlaskie,Poland
774,2006-05-03,B2 JAREK,JAREK,B,podlaskie,Poland
775,2009-09-28,B2 KAROL,KAROL,B,podlaskie,Poland
776,2007-05-20,B2 KASIA,KASIA,B,podlaskie,Poland
777,2018-08-14,B2 KOL1,KOL1,B,podlaskie,Poland
778,2011-04-29,B2 KRB,KRB,B,podlaskie,Poland
779,2013-03-12,B2 KUBA,KUBA,B,podlaskie,Poland
780,2014-07-26,B2 LEWAR,LEWAR,B,podlaskie,Poland
781,2019-01-26,B2 LIDER,LIDER,B,podlaskie,Poland
782,2015-11-19,B2 MAGDA,MAGDA,B,podlaskie,Poland
783,2016-03-11,B2 MAPEI,MAPEI,B,podlaskie,Poland
784,2011-08-12,B2 MARIO,MARIO,B,podlaskie,Poland
785,2013-02-11,B2 MARTA,MARTA,B,podlaskie,Poland
786,2015-05-25,B2 MED,MED,B,podlaskie,Poland
787,2010-06-27,B2 MISIO,MISIO,B,podlaskie,Poland
788,2009-02-14,B2 MONIA,MONIA,B,podlaskie,Poland
789,2013-03-08,B2 MTC1,MTC1,B,podlaskie,Poland
790,2009-11-02,B2 MULTI,MULTI,B,podlaskie,Poland
791,2006-05-16,B2 NORTH,NORTH,B,podlaskie,Poland
792,2018-03-24,B2 ORCAL,ORCAL,B,podlaskie,Poland
793,2018-07-19,B2 PIZZA,PIZZA,B,podlaskie,Poland
794,2007-09-07,B2 PMB,PMB,B,podlaskie,Poland
795,2009-11-08,B2 RAM13,RAM13,B,podlaskie,Poland
796,2015-05-22,B2 RETRO,RETRO,B,podlaskie,Poland
797,2004-12-13,B2 ROBIN,ROBIN,B,podlaskie,Poland
798,2016-06-06,B2 RYCHO,RYCHO,B,podlaskie,Poland
799,2015-07-26,B2 SAFE,SAFE,B,podlaskie,Poland
800,2008-03-22,B2 SALAG,SALAG,B,podlaskie,Poland
801,2017-04-08,B2 SERWY,SERWY,B,podlaskie,Poland
802,2015-02-10,B2 SKUP,SKUP,B,podlaskie,Poland
803,2011-08-30,B2 SOBOL,SOBOL,B,podlaskie,Poland
804,2009-09-17,B2 STAG,STAG,B,podlaskie,Poland
805,2015-12-15,B2 VITO,VITO,B,podlaskie,Poland
806,2017-05-14,B2 WASIL,WASIL,B,podlaskie,Poland
807,2009-04-14,B2 XEMI,XEMI,B,podlaskie,Poland
808,2016-07-04,B2 XXX,XXX,B,podlaskie,Poland
809,2016-09-30,B2 XXXXX,XXXXX,B,podlaskie,Poland
810,2018-01-22,B2 ZIPE,ZIPE,B,podlaskie,Poland
811,2010-02-18,B3 ADAM,ADAM,B,podlaskie,Poland
812,2013-12-08,B3 AGA,AGA,B,podlaskie,Poland
813,2009-02-04,B3 ALFA,ALFA,B,podlaskie,Poland
814,2014-03-25,B3 ANIA,ANIA,B,podlaskie,Poland
815,2019-06-11,B3 AREK,AREK,B,podlaskie,Poland
816,2019-03-17,B3 ART,ART,B,podlaskie,Poland
817,2013-10-15,B3 ARTUR,ARTUR,B,podlaskie,Poland
818,2008-11-28,B3 ASIA,ASIA,B,podlaskie,Poland
819,2004-12-27,B3 BLPG,BLPG,B,podlaskie,Poland
820,2008-07-19,B3 BMW,BMW,B,podlaskie,Poland
