,distance,consumption,status,type
1194,26482,3,young,car
1195,258399,9,old,car
1196,250909,10,old,car
1197,183713,5,used,car
1198,84638,12,young,truck
1199,271156,10,old,car
1200,218397,6,used,car
1201,117582,0,used,electric
1202,82468,15,young,truck
1203,271480,8,old,car
1204,131346,2,used,car
1205,121469,19,used,truck
1206,240674,9,used,car
1207,174062,11,used,truck
1208,153091,13,used,truck
1209,147711,0,used,electric
1210,185428,12,used,truck
1211,8866,5,young,car
1212,44997,0,young,electric
1213,128867,4,used,car
1214,259327,19,old,truck
1215,200478,3,used,car
1216,281694,14,old,truck
1217,247766,11,used,truck
1218,97489,19,young,truck
1219,64260,19,young,truck
1220,153575,2,used,car
1221,161812,19,used,truck
1222,110254,16,used,truck
1223,163512,16,used,truck
1224,127124,5,used,car
1225,90576,4,young,car
1226,213690,0,used,electric
1227,213908,19,used,truck
1228,6719,8,young,car
1229,42855,19,young,truck
1230,103774,1,used,electric
1231,176250,9,used,car
1232,149445,18,used,truck
1233,202931,17,used,truck
1234,245430,10,used,car
1235,123572,18,used,truck
1236,61724,5,young,car
1237,83439,16,young,truck
1238,103308,3,used,car
1239,295456,12,old,truck
1240,63871,10,young,car
1241,227611,2,used,car
1242,159409,11,used,truck
1243,268643,4,old,car
1244,215978,6,used,car
1245,108855,6,used,car
1246,259135,18,old,truck
1247,195486,12,used,truck
1248,64480,10,young,car
1249,272282,14,old,truck
1250,268915,4,old,car
1251,20055,17,young,truck
1252,90967,10,young,car
1253,190602,19,used,truck
1254,30437,8,young,car
1255,44539,1,young,electric
1256,289808,7,old,car
1257,133612,1,used,electric
1258,198406,0,used,electric
1259,45633,3,young,car
1260,41570,6,young,car
1261,20910,1,young,electric
1262,65413,11,young,truck
1263,274600,1,old,electric
1264,90398,2,young,car
1265,34487,18,young,truck
1266,28818,17,young,truck
1267,286115,8,old,car
1268,266519,2,old,car
1269,223253,9,used,car
1270,120762,1,used,electric
1271,29980,3,young,car
1272,7416,11,young,truck
1273,170209,18,used,truck
1274,142207,9,used,car
1275,139906,12,used,truck
1276,26290,2,young,car
1277,228203,10,used,car
1278,61362,14,young,truck
1279,204560,13,used,truck
1280,114325,13,used,truck
1281,25071,3,young,car
1282,103130,9,used,car
1283,257039,6,old,car
1284,25772,11,young,truck
1285,45661,7,young,car
1286,273816,5,old,car
1287,75062,9,young,car
1288,182662,3,used,car
1289,236623,4,used,car
1290,34622,18,young,truck
1291,164435,11,used,truck
1292,8052,8,young,car
1293,159457,13,used,truck
1294,60663,3,young,car
1295,282730,7,old,car
1296,272827,7,old,car
1297,12870,2,young,car
1298,218589,4,used,car
1299,62965,2,young,car
1300,24805,4,young,car
1301,266825,11,old,truck
1302,179773,10,used,car
1303,122642,11,used,truck
1304,227010,11,used,truck
1305,170542,4,used,car
1306,27255,3,young,car
1307,199912,7,used,car
1308,196084,17,used,truck
1309,221092,1,used,electric
1310,27756,4,young,car
1311,103480,13,used,truck
1312,28627,19,young,truck
1313,294990,16,old,truck
1314,43867,18,young,truck
1315,13185,10,young,car
1316,34752,13,young,truck
1317,107557,5,used,car
1318,202399,18,used,truck
1319,210497,9,used,car
1320,30895,10,young,car
1321,97762,7,young,car
1322,53863,8,young,car
1323,63247,16,young,truck
1324,139795,15,used,truck
1325,45477,1,young,electric
1326,197494,3,used,car
1327,30176,5,young,car
1328,145953,6,used,car
1329,223260,14,used,truck
1330,284909,2,old,car
1331,181690,3,used,car
1332,181117,12,used,truck
1333,277391,8,old,car
1334,42014,1,young,electric
1335,229647,17,used,truck
1336,156719,7,used,car
1337,40742,4,young,car
1338,235904,11,used,truck
1339,233470,4,used,car
1340,250540,5,old,car
1341,181784,15,used,truck
1342,49022,13,young,truck
1343,212822,5,used,car
1344,108638,8,used,car
1345,112094,4,used,car
1346,281452,11,old,truck
1347,128167,6,used,car
1348,137926,14,used,truck
1349,67545,1,young,electric
1350,266546,5,old,car
1351,112078,16,used,truck
1352,259054,14,old,truck
1353,40973,19,young,truck
1354,96501,12,young,truck
1355,191380,14,used,truck
1356,38143,8,young,car
1357,278907,8,old,car
1358,193133,12,used,truck
1359,63306,12,young,truck
1360,211003,11,used,truck
1361,295708,2,old,car
1362,277194,8,old,car
1363,206076,1,used,electric
1364,130420,14,used,truck
1365,120260,17,used,truck
1366,182857,0,used,electric
1367,36532,4,young,car
1368,57057,14,young,truck
1369,196415,17,used,truck
1370,91115,9,young,car
1371,201730,10,used,car
1372,266143,4,old,car
1373,133371,7,used,car
1374,257784,11,old,truck
1375,136839,2,used,car
1376,28027,9,young,car
1377,214033,4,used,car
1378,228648,13,used,truck
1379,200952,2,used,car
1380,51237,19,young,truck
1381,17455,4,young,car
1382,210248,13,used,truck
1383,292459,5,old,car
1384,59125,12,young,truck
1385,150996,1,used,electric
1386,123444,18,used,truck
1387,47432,3,young,car
1388,29047,8,young,car
1389,65760,14,young,truck
1390,182680,12,used,truck
1391,49081,13,young,truck
1392,192785,13,used,truck
1393,187087,2,used,car
1394,4381,1,young,electric
1395,224174,18,used,truck
1396,164463,0,used,electric
1397,20781,6,young,car
1398,243020,19,used,truck
1399,72210,9,young,car
1400,55600,0,young,electric
1401,277949,6,old,car
1402,109988,7,used,car
1403,124999,1,used,electric
1404,284912,11,old,truck
1405,148054,13,used,truck
1406,208976,11,used,truck
1407,297299,7,old,car
1408,277867,14,old,truck
1409,184615,14,used,truck
1410,76497,19,young,truck
1411,26479,5,young,car
1412,92908,10,young,car
1413,105665,6,used,car
1414,64455,12,young,truck
1415,215440,12,used,truck
1416,290303,13,old,truck
1417,131811,14,used,truck
1418,88380,12,young,truck
1419,181480,0,used,electric
1420,150366,8,used,car
1421,110187,6,used,car
1422,75115,16,young,truck
1423,232477,17,used,truck
1424,180384,5,used,car
1425,131394,16,used,truck
1426,263773,3,old,car
1427,231007,15,used,truck
1428,256044,1,old,electric
1429,155190,6,used,car
1430,80456,17,young,truck
1431,284095,5,old,car
1432,170684,11,used,truck
1433,151723,18,used,truck
1434,189131,17,used,truck
1435,88204,15,young,truck
1436,226722,9,used,car
1437,259266,14,old,truck
1438,10347,15,young,truck
1439,280909,11,old,truck
1440,258594,18,old,truck
1441,9364,0,young,electric
1442,24749,16,young,truck
1443,241683,11,used,truck
1444,191931,2,used,car
1445,174655,3,used,car
1446,163333,3,used,car
1447,260982,18,old,truck
1448,5229,8,young,car
1449,226346,19,used,truck
1450,226482,1,used,electric
1451,284813,13,old,truck
1452,289321,6,old,car
1453,118225,0,used,electric
1454,224158,5,used,car
1455,153331,3,used,car
1456,204618,4,used,car
1457,286901,8,old,car
1458,229291,7,used,car
1459,196978,4,used,car
1460,48114,5,young,car
1461,57136,16,young,truck
1462,162734,12,used,truck
1463,70472,4,young,car
1464,121270,4,used,car
1465,65572,9,young,car
1466,51342,5,young,car
1467,139294,5,used,car
1468,183680,2,used,car
1469,243915,6,used,car
1470,236634,6,used,car
1471,74608,17,young,truck
1472,280266,19,old,truck
1473,176080,16,used,truck
1474,71883,4,young,car
1475,225301,10,used,car
1476,96039,9,young,car
1477,255342,8,old,car
1478,250639,10,old,car
1479,156383,1,used,electric
1480,263475,7,old,car
1481,112691,7,used,car
1482,283602,5,old,car
1483,264492,5,old,car
1484,277742,1,old,electric
1485,41009,12,young,truck
1486,27033,6,young,car
1487,123958,17,used,truck
1488,201683,1,used,electric
1489,124280,17,used,truck
1490,165925,15,used,truck
1491,25864,4,young,car
1492,40560,8,young,car
1493,112070,19,used,truck
1494,75124,14,young,truck
1495,265097,19,old,truck
1496,142534,17,used,truck
1497,111628,6,used,car
1498,169212,5,used,car
1499,101997,13,used,truck
1500,7075,8,young,car
1501,181340,11,used,truck
1502,92723,3,young,car
1503,15381,19,young,truck
1504,219768,7,used,car
1505,814,7,young,car
1506,95740,8,young,car
1507,138123,18,used,truck
1508,151584,17,used,truck
1509,154558,6,used,car
1510,73299,17,young,truck
1511,9422,4,young,car
1512,286224,19,old,truck
1513,231247,4,used,car
1514,215035,6,used,car
1515,159943,12,used,truck
1516,88728,14,young,truck
1517,174394,10,used,car
1518,159758,4,used,car
1519,145471,12,used,truck
1520,222989,3,used,car
1521,278826,10,old,car
1522,165350,10,used,car
1523,69186,6,young,car
1524,291711,10,old,car
1525,191895,2,used,car
1526,96625,13,young,truck
1527,287333,11,old,truck
1528,199308,13,used,truck
1529,49302,5,young,car
1530,49063,9,young,car
1531,271636,14,old,truck
1532,248329,10,used,car
1533,113548,14,used,truck
1534,50845,12,young,truck
1535,60685,11,young,truck
1536,212203,16,used,truck
1537,248508,15,used,truck
1538,2369,19,young,truck
1539,70918,2,young,car
1540,118402,2,used,car
1541,92757,1,young,electric
1542,163606,16,used,truck
1543,206119,9,used,car
1544,117958,2,used,car
1545,122333,8,used,car
1546,79797,17,young,truck
1547,296106,12,old,truck
1548,272103,14,old,truck
1549,249748,2,used,car
1550,107247,19,used,truck
1551,243393,10,used,car
1552,51025,9,young,car
1553,198358,11,used,truck
1554,67547,7,young,car
1555,296876,16,old,truck
1556,22376,9,young,car
1557,298785,12,old,truck
1558,15833,5,young,car
1559,231610,2,used,car
1560,189201,1,used,electric
1561,157577,10,used,car
1562,285588,11,old,truck
1563,59346,7,young,car
1564,112119,7,used,car
1565,164417,0,used,electric
1566,263247,13,old,truck
1567,77254,11,young,truck
1568,182614,14,used,truck
1569,271886,13,old,truck
1570,197154,8,used,car
1571,19705,18,young,truck
1572,289696,9,old,car
1573,284887,12,old,truck
1574,166520,15,used,truck
1575,173643,17,used,truck
1576,240000,7,used,car
1577,112643,8,used,car
1578,86981,1,young,electric
1579,250991,8,old,car
1580,102452,5,used,car
1581,175337,11,used,truck
1582,207550,15,used,truck
1583,112258,19,used,truck
1584,235080,3,used,car
1585,267914,1,old,electric
1586,220449,13,used,truck
1587,235510,9,used,car
1588,73814,13,young,truck
1589,10356,10,young,car
1590,200184,0,used,electric
1591,9085,2,young,car
1592,119104,12,used,truck
1593,256231,10,old,car
1594,177172,15,used,truck
1595,208532,16,used,truck
1596,67192,11,young,truck
1597,206418,16,used,truck
1598,237573,7,used,car
1599,20729,12,young,truck
1600,175665,7,used,car
1601,248140,10,used,car
1602,230319,7,used,car
1603,285322,17,old,truck
1604,245113,15,used,truck
1605,138132,1,used,electric
1606,11705,15,young,truck
1607,245063,17,used,truck
1608,242496,3,used,car
1609,240469,10,used,car
1610,210101,11,used,truck
1611,289641,19,old,truck
1612,56192,0,young,electric
1613,14526,12,young,truck
1614,205947,4,used,car
1615,18423,17,young,truck
1616,156503,0,used,electric
1617,125497,2,used,car
1618,145948,6,used,car
1619,179514,11,used,truck
1620,275139,16,old,truck
1621,26008,15,young,truck
1622,99652,5,young,car
1623,18861,9,young,car
1624,159716,11,used,truck
1625,111741,12,used,truck
1626,126566,19,used,truck
1627,107807,12,used,truck
1628,207384,1,used,electric
1629,268667,9,old,car
1630,48176,18,young,truck
1631,111066,5,used,car
1632,78417,9,young,car
1633,87205,14,young,truck
1634,207222,0,used,electric
1635,158281,8,used,car
1636,253765,11,old,truck
1637,58900,15,young,truck
1638,269123,17,old,truck
1639,109479,5,used,car
1640,238758,11,used,truck
1641,183295,5,used,car
1642,151623,2,used,car
1643,139274,7,used,car
1644,53316,16,young,truck
1645,86874,0,young,electric
1646,65871,10,young,car
1647,243948,5,used,car
1648,116644,0,used,electric
1649,279423,3,old,car
1650,102501,8,used,car
1651,78327,5,young,car
1652,48693,16,young,truck
1653,269469,13,old,truck
1654,223434,12,used,truck
1655,12051,8,young,car
1656,287624,13,old,truck
1657,63954,13,young,truck
1658,55085,8,young,car
1659,222310,7,used,car
1660,163658,16,used,truck
1661,233375,3,used,car
1662,142018,19,used,truck
1663,156570,14,used,truck
1664,75565,8,young,car
1665,170455,12,used,truck
1666,129267,19,used,truck
1667,34111,12,young,truck
1668,214759,7,used,car
1669,286809,11,old,truck
1670,229485,14,used,truck
1671,268654,6,old,car
1672,206964,2,used,car
1673,129677,11,used,truck
1674,297795,2,old,car
1675,197095,6,used,car
1676,290004,4,old,car
1677,214644,18,used,truck
1678,211183,11,used,truck
1679,71458,2,young,car
1680,22893,4,young,car
1681,30574,11,young,truck
1682,97523,2,young,car
1683,109830,7,used,car
1684,182331,10,used,car
1685,117335,9,used,car
1686,169041,8,used,car
1687,275996,8,old,car
1688,190613,16,used,truck
1689,46814,0,young,electric
1690,72678,5,young,car
1691,143326,3,used,car
1692,296889,11,old,truck
1693,272922,18,old,truck
1694,110484,8,used,car
1695,91060,16,young,truck
1696,97571,10,young,car
1697,147093,5,used,car
1698,175293,8,used,car
1699,279254,7,old,car
1700,219612,12,used,truck
1701,251986,12,old,truck
1702,120460,10,used,car
1703,154277,9,used,car
1704,27095,14,young,truck
1705,193467,9,used,car
1706,109979,13,used,truck
1707,174125,4,used,car
1708,243879,1,used,electric
1709,85429,10,young,car
1710,299855,16,old,truck
1711,258171,7,old,car
1712,194096,0,used,electric
1713,107979,12,used,truck
1714,260921,8,old,car
1715,139626,4,used,car
1716,90203,0,young,electric
1717,255279,15,old,truck
1718,76376,10,young,car
1719,203782,12,used,truck
1720,177409,0,used,electric
1721,5413,9,young,car
1722,67574,10,young,car
1723,122206,1,used,electric
1724,111011,16,used,truck
1725,282183,19,old,truck
1726,4012,1,young,electric
1727,274499,17,old,truck
1728,35736,15,young,truck
1729,280615,6,old,car
1730,14702,4,young,car
1731,207585,10,used,car
1732,36163,17,young,truck
1733,162274,3,used,car
1734,76223,11,young,truck
1735,191562,10,used,car
1736,283403,5,old,car
1737,11607,15,young,truck
1738,200205,12,used,truck
1739,169124,9,used,car
1740,292967,0,old,electric
1741,106902,10,used,car
1742,198787,14,used,truck
1743,289410,14,old,truck
1744,204218,2,used,car
1745,209519,16,used,truck
1746,199339,14,used,truck
1747,177235,17,used,truck
1748,80740,2,young,car
1749,199951,5,used,car
1750,79721,16,young,truck
1751,278626,15,old,truck
1752,199539,7,used,car
1753,62403,4,young,car
1754,27821,6,young,car
1755,55602,14,young,truck
1756,5007,9,young,car
1757,111435,2,used,car
1758,142274,16,used,truck
1759,76038,10,young,car
1760,27635,8,young,car
1761,267666,2,old,car
1762,119522,8,used,car
1763,288732,4,old,car
1764,46435,18,young,truck
1765,149380,1,used,electric
1766,146157,4,used,car
1767,212376,9,used,car
1768,72028,13,young,truck
1769,140624,8,used,car
1770,29073,13,young,truck
1771,289932,8,old,car
1772,245818,8,used,car
1773,253186,6,old,car
1774,147576,8,used,car
1775,48207,1,young,electric
1776,299103,16,old,truck
1777,176967,5,used,car
1778,282907,0,old,electric
1779,214042,3,used,car
1780,157349,8,used,car
1781,279184,4,old,car
1782,194446,10,used,car
1783,127395,12,used,truck
1784,39036,19,young,truck
1785,90086,19,young,truck
1786,47414,12,young,truck
1787,284503,0,old,electric
1788,2975,1,young,electric
1789,257396,17,old,truck
1790,280948,19,old,truck
1791,29665,3,young,car
1792,2267,13,young,truck
1793,183758,16,used,truck
1794,29100,10,young,car
1795,205101,9,used,car
1796,150565,0,used,electric
1797,65418,16,young,truck
1798,32980,13,young,truck
1799,60103,0,young,electric
1800,147136,14,used,truck
1801,45359,12,young,truck
1802,57539,9,young,car
1803,269762,6,old,car
1804,95826,1,young,electric
1805,160647,7,used,car
1806,299111,11,old,truck
1807,129951,11,used,truck
1808,207423,6,used,car
1809,116854,8,used,car
1810,230897,17,used,truck
1811,246815,19,used,truck
1812,24122,1,young,electric
1813,66988,6,young,car
1814,71037,15,young,truck
1815,260850,12,old,truck
1816,256044,7,old,car
1817,202652,0,used,electric
1818,28096,9,young,car
1819,2974,13,young,truck
1820,180843,11,used,truck
1821,158863,3,used,car
1822,30967,16,young,truck
1823,68436,4,young,car
1824,179336,3,used,car
1825,292308,0,old,electric
1826,7063,3,young,car
1827,134818,1,used,electric
1828,79356,3,young,car
1829,34470,17,young,truck
1830,61131,14,young,truck
1831,296795,12,old,truck
1832,192685,12,used,truck
1833,234853,12,used,truck
1834,141941,7,used,car
1835,165349,14,used,truck
1836,171947,14,used,truck
1837,135264,2,used,car
1838,293126,12,old,truck
1839,202587,19,used,truck
1840,262895,0,old,electric
1841,11388,2,young,car
1842,216022,8,used,car
1843,255423,13,old,truck
1844,254965,3,old,car
1845,189785,0,used,electric
1846,141160,11,used,truck
1847,279015,2,old,car
1848,68482,11,young,truck
1849,23141,16,young,truck
1850,38246,4,young,car
1851,50140,3,young,car
1852,140997,9,used,car
1853,253656,10,old,car
1854,264712,12,old,truck
1855,211665,0,used,electric
1856,269145,4,old,car
1857,298075,3,old,car
1858,296002,2,old,car
1859,38520,8,young,car
1860,73669,18,young,truck
1861,87778,11,young,truck
1862,56771,11,young,truck
1863,116382,3,used,car
1864,147631,7,used,car
1865,276225,4,old,car
1866,189764,7,used,car
1867,297077,18,old,truck
1868,279304,13,old,truck
